,Year,Country,Performer,Song,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
1273,2012,Slovenia,b'Eva Boto',b'Verjamem',,,,,17,31
1274,2012,Spain,b'Pastora Soler',b'Qu\xc3\xa9date Conmigo (Stay With Me)',10,97,,,,
1275,2012,Sweden,b'Loreen',b'Euphoria',1,372,,,1,181
1276,2012,Switzerland,b'Sinplus',b'Unbreakable',,,11,45,,
1277,2012,Turkey,b'Can Bonomo',b'Love Me Back',7,112,,,5,80
1278,2012,Ukraine,b'Gaitana',b'Be My Guest',15,65,,,8,64
1279,2012,United Kingdom,b'Engelbert Humperdinck',b'Love Will Set You Free',25,12,,,,
1280,2013,Albania,"b'Adrian Lulgjuraj, Bledar Sejko'",b'Identitet',,,,,15,31
1281,2013,Armenia,b'Dorians',b'Lonely Planet',18,41,,,7,69
1282,2013,Austria,b'Nat\xc3\xa1lia Kelly',b'Shine',,,14,27,,
1283,2013,Azerbaijan,b'Farid Mammadov',b'Hold Me',2,234,,,1,139
1284,2013,Belarus,b'Alyona Lanskaya',b'Solayoh',16,48,7,64,,
1285,2013,Belgium,b'Roberto Bellarosa',b'Love Kills',12,71,5,75,,
1286,2013,Bulgaria,"b'Elitsa Todorova, Stoyan Yankulov'",b'Samo Shampioni (Only Champions)',,,,,12,45
1287,2013,Croatia,b'Klapa s mora',b'Mi\xc5\xbeerja',,,13,38,,
1288,2013,Cyprus,b'Despina Olympiou',b'An Me Thimasai',,,15,11,,
1289,2013,Denmark,b'Emmelie de Forest',b'Only Teardrops',1,281,1,167,,
1290,2013,Estonia,b'Birgit',b'Et Uus Saaks Alguse',20,19,10,52,,
1291,2013,Finland,b'Krista Siegfrids',b'Marry Me',24,13,,,9,64
1292,2013,France,b'Amandine Bourgeois',"b""L'enfer Et Moi""",23,14,,,,
1293,2013,Georgia,b'Nodi Tatishvili & Sophie Gelovani',b'Waterfall',15,50,,,10,63
1294,2013,Germany,b'Cascada',b'Glorious',21,18,,,,
1295,2013,Greece,b'Koza Mostra feat. Agathon Iakovidis',b'Alcohol Is Free',6,152,,,2,121
1296,2013,Hungary,b'ByeAlex',b'Kedvesem (Zoohacker Remix)',10,84,,,8,66
1297,2013,Iceland,b'Eythor Ingi',b'\xc3\x89g \xc3\x81 L\xc3\xadf',17,47,,,6,72
1298,2013,Ireland,b'Ryan Dolan',b'Only Love Survives',26,5,8,54,,
1299,2013,Israel,b'Moran Mazor',b'Rak Bishvilo',,,,,14,40
1300,2013,Italy,b'Marco Mengoni',"b""L'Essenziale""",7,126,,,,
1301,2013,Latvia,b'PeR',b'Here We Go',,,,,17,13
1302,2013,Lithuania,b'Andrius Pojavis',b'Something',22,17,9,53,,
1303,2013,Malta,b'Gianluca',b'Tomorrow',8,120,,,4,118
1304,2013,Moldova,b'Aliona Moon',b'O Mie',11,71,4,95,,
1305,2013,Montenegro,b'Who See',b'Igranka',,,12,41,,
1306,2013,Netherlands,b'Anouk',b'Birds',9,114,6,75,,
1307,2013,North Macedonia,b'Esma & Lozano',b'Pred Da Se Razdeni',,,,,16,28
1308,2013,Norway,b'Margaret Berger',b'I Feed You My Love',4,191,,,3,120
1309,2013,Romania,b'Cezar',"b""It's My Life""",13,65,,,5,83
1310,2013,Russia,b'Dina Garipova',b'What If',5,174,2,156,,
1311,2013,San Marino,b'Valentina Monetta',b'Crisalide (Vola)',,,,,11,47
1312,2013,Serbia,b'Moje 3',b'Ljubav Je Svuda',,,11,46,,
1313,2013,Slovenia,b'Hannah',b'Straight Into Love',,,16,8,,
1314,2013,Spain,b'ESDM',b'Contigo Hasta El Final (With You Until The End)',25,8,,,,
1315,2013,Sweden,b'Robin Stjernberg',b'You',14,62,,,,
1316,2013,Switzerland,b'Takasa',b'You And Me',,,,,13,41
1317,2013,Ukraine,b'Zlata Ognevich',b'Gravity',3,214,3,140,,
1318,2013,United Kingdom,b'Bonnie Tyler',b'Believe In Me',19,23,,,,
1319,2014,Albania,b'Hersi',"b""One Night's Anger""",,,15,22,,
1320,2014,Armenia,b'Aram MP3',b'Not Alone',4,174,4,121,,
1321,2014,Austria,b'Conchita Wurst',b'Rise Like a Phoenix',1,290,,,1,169
1322,2014,Azerbaijan,b'Dilara Kazimova',b'Start A Fire',22,33,9,57,,
1323,2014,Belarus,b'Teo',b'Cheesecake',16,43,,,5,87
1324,2014,Belgium,b'Axel Hirsoux',b'Mother',,,14,28,,
1325,2014,Denmark,b'Basim',b'Cliche Love Song',9,74,,,,
1326,2014,Estonia,b'Tanja',b'Amazing',,,12,36,,
1327,2014,Finland,b'Softengine',b'Something Better',11,72,,,3,97
1328,2014,France,b'TWIN TWIN',b'Moustache',26,2,,,,
1329,2014,Georgia,b'The Shin and Mariko',b'Three Minutes to Earth',,,,,15,15
1330,2014,Germany,b'Elaiza',b'Is it right',18,39,,,,
1331,2014,Greece,b'Freaky Fortune feat. RiskyKidd',b'Rise Up',20,35,,,7,74
1332,2014,Hungary,b'Andr\xc3\xa1s K\xc3\xa1llay-Saunders',b'Running',5,143,3,127,,
1333,2014,Iceland,b'Pollap\xc3\xb6nk',b'No Prejudice',15,58,8,61,,
1334,2014,Ireland,b'Can-Linn (featuring Kasey Smith)',b'Heartbeat',,,,,12,35
1335,2014,Israel,b'Mei Finegold',b'Same Heart',,,,,14,19
1336,2014,Italy,b'Emma',b'La Mia Citt\xc3\xa0',21,33,,,,
1337,2014,Latvia,b'Aarzemnieki',b'Cake to bake',,,13,33,,
1338,2014,Lithuania,b'Vilija Mata\xc4\x8di\xc5\xabnait\xc4\x97',b'Attention',,,,,11,36
1339,2014,Malta,b'Firelight',b'Coming Home',23,32,,,9,63
1340,2014,Moldova,b'Cristina Scarlat',b'Wild Soul',,,16,13,,
1341,2014,Montenegro,b'Sergej \xc4\x86etkovi\xc4\x87',b'Moj Svijet',19,37,7,63,,
1342,2014,Netherlands,b'The Common Linnets',b'Calm After The Storm',2,238,1,150,,
1343,2014,North Macedonia,b'Tijana',b'To the Sky',,,,,13,33
1344,2014,Norway,b'Carl Espen',b'Silent Storm',8,88,,,6,77
1345,2014,Poland,b'Donatan & Cleo',b'My S\xc5\x82owianie - We Are Slavic',14,62,,,8,70
1346,2014,Portugal,b'Suzy',b'Quero Ser Tua',,,11,39,,
1347,2014,Romania,b'Paula Seling & OVI',b'Miracle',12,72,,,2,125
1348,2014,Russia,b'Tolmachevy Sisters',b'Shine',7,89,6,63,,
1349,2014,San Marino,b'Valentina Monetta',b'Maybe (Forse)',24,14,10,40,,
1350,2014,Slovenia,b'Tinkara Kova\xc4\x8d',b'Round and round',25,9,,,10,52
1351,2014,Spain,b'Ruth Lorenzo',b'Dancing in the rain',10,74,,,,
1352,2014,Sweden,b'Sanna Nielsen',b'Undo',3,218,2,131,,
1353,2014,Switzerland,b'Sebalter',b'Hunter Of Stars',13,64,,,4,92
1354,2014,Ukraine,b'Mariya Yaremchuk',b'Tick - Tock',6,113,5,118,,
1355,2014,United Kingdom,b'Molly',b'Children of the Universe',17,40,,,,
1356,2015,Albania,b'Elhaida Dani',"b""I'm Alive""",17,34,10,62,,
1357,2015,Armenia,b'Genealogy',b'Face The Shadow',16,34,7,77,,
1358,2015,Australia,b'Guy Sebastian',b'Tonight Again',5,196,,,,
1359,2015,Austria,b'The Makemakes',b'I Am Yours',26,0,,,,
1360,2015,Azerbaijan,b'Elnur Huseynov',b'Hour Of The Wolf',12,49,,,10,53
1361,2015,Belarus,b'Uzari&Maimuna',b'Time',,,12,39,,
1362,2015,Belgium,b'Lo\xc3\xafc Nottet',b'Rhythm Inside',4,217,2,149,,
1363,2015,Cyprus,b'John Karayiannis',b'One Thing I Should Have Done',22,11,,,6,87
1364,2015,Czech Republic,b'Marta Jandov\xc3\xa1 and V\xc3\xa1clav Noid B\xc3\xa1rta',b'Hope Never Dies',,,,,13,33
1365,2015,Denmark,b'Anti Social Media',b'The Way You Are',,,13,33,,
1366,2015,Estonia,b'Elina Born & Stig R\xc3\xa4sta',b'Goodbye To Yesterday',7,106,3,105,,
1367,2015,Finland,b'Pertti Kurikan Nimip\xc3\xa4iv\xc3\xa4t',b'Aina Mun Pit\xc3\xa4\xc3\xa4',,,16,13,,
1368,2015,France,b'Lisa Angell',"b""N'oubliez Pas""",25,4,,,,
1369,2015,Georgia,b'Nina Sublatti',b'Warrior',11,51,4,98,,
1370,2015,Germany,b'Ann Sophie',b'Black Smoke',27,0,,,,
1371,2015,Greece,b'Maria Elena Kyriakou',b'One Last Breath',19,23,6,81,,
1372,2015,Hungary,b'Boogie',b'Wars For Nothing',20,19,8,67,,
1373,2015,Iceland,b'Maria Olafs',b'Unbroken',,,,,15,14
1374,2015,Ireland,b'Molly Sterling',b'Playing With Numbers',,,,,12,35
1375,2015,Israel,b'Nadav Guedj',b'Golden Boy',9,97,,,3,151
1376,2015,Italy,b'Il Volo',b'Grande Amore',3,292,,,,
1377,2015,Latvia,b'Aminata',b'Love Injected',6,186,,,2,155
1378,2015,Lithuania,b'Monika Linkyt\xc4\x97 and Vaidas Baumila',b'This Time',18,30,,,7,67
1379,2015,Malta,b'Amber',b'Warrior',,,,,11,43
1380,2015,Moldova,b'Eduard Romanyuta',b'I Want Your Love',,,11,41,,
1381,2015,Montenegro,b'Knez',b'Adio',13,44,,,9,57
1382,2015,Netherlands,b'Trijntje Oosterhuis',b'Walk Along',,,14,33,,
1383,2015,North Macedonia,b'Daniel Kajmakoski',b'Autumn Leaves',,,15,28,,
1384,2015,Norway,b'M\xc3\xb8rland & Debrah Scarlett',b'A Monster Like Me',8,102,,,4,123
1385,2015,Poland,b'Monika Kuszy\xc5\x84ska',b'In The Name Of Love',23,10,,,8,57
1386,2015,Portugal,b'Leonor Andrade',b'H\xc3\xa1 Um Mar Que Nos Separa',,,,,14,19
1387,2015,Romania,b'Voltaj',b'De La Capat / All Over Again',15,35,5,89,,
1388,2015,Russia,b'Polina Gagarina',b'A Million Voices',2,303,1,182,,
1389,2015,San Marino,b'Anita Simoncini & Michele Perniola',b'Chain Of Lights',,,,,16,11
1390,2015,Serbia,b'Bojana Stamenov',b'Beauty Never Lies',10,53,9,63,,
1391,2015,Slovenia,b'Maraaya',b'Here For You',14,39,,,5,92
1392,2015,Spain,b'Edurne',b'Amanecer',21,15,,,,
1393,2015,Sweden,b'M\xc3\xa5ns Zelmerl\xc3\xb6w',b'Heroes',1,365,,,1,217
1394,2015,Switzerland,b'M\xc3\xa9lanie Ren\xc3\xa9',b'Time To Shine',,,,,17,4
1395,2015,United Kingdom,b'Electro Velvet',b'Still In Love With You',24,5,,,,
1396,2016,Albania,b'Eneda Tarifa',b'Fairytale',,,,,16,45
1397,2016,Armenia,b'Iveta Mukuchyan',b'LoveWave',7,249,2,243,,
1398,2016,Australia,b'Dami Im',b'Sound Of Silence',2,511,,,1,330
1399,2016,Austria,b'ZO\xc3\x8b',"b""Loin d'ici""",13,151,7,170,,
1400,2016,Azerbaijan,b'Samra',b'Miracle',17,117,6,185,,
1401,2016,Belarus,b'IVAN',b'Help You Fly',,,,,12,84
1402,2016,Belgium,b'Laura Tesoro',"b""What's The Pressure""",10,181,,,3,274
1403,2016,Bosnia & Herzegovina,b'Dalal & Deen feat. Ana Rucner and Jala',b'Ljubav Je',,,11,104,,
1404,2016,Bulgaria,b'Poli Genova',b'If Love Was A Crime',4,307,,,5,220
1405,2016,Croatia,b'Nina Kralji\xc4\x87',b'Lighthouse',23,73,10,133,,
1406,2016,Cyprus,b'Minus One',b'Alter Ego',21,96,8,164,,
1407,2016,Czech Republic,b'Gabriela Gun\xc4\x8d\xc3\xadkov\xc3\xa1',b'I Stand',25,41,9,161,,
1408,2016,Denmark,b'Lighthouse X',b'Soldiers Of Love',,,,,17,34
1409,2016,Estonia,b'J\xc3\xbcri Pootsmann',b'Play',,,18,24,,
1410,2016,Finland,b'Sandhja',b'Sing It Away',,,15,51,,
1411,2016,France,b'Amir',"b""J'ai cherch\xc3\xa9""",6,257,,,,
1412,2016,Georgia,b'Nika Kocharov and Young Georgian Lolitaz',b'Midnight Gold',20,104,,,9,123
1413,2016,Germany,b'Jamie-Lee',b'Ghost',26,11,,,,
1414,2016,Greece,b'Argo',b'Utopian Land',,,16,44,,
1415,2016,Hungary,b'Freddie',b'Pioneer',19,108,4,197,,
1416,2016,Iceland,b'Greta Sal\xc3\xb3me',b'Hear Them Calling',,,14,51,,
1417,2016,Ireland,b'Nicky Byrne',b'Sunlight',,,,,15,46
1418,2016,Israel,b'Hovi Star',b'Made Of Stars',14,135,,,7,147
1419,2016,Italy,b'Francesca Michielin',b'No Degree Of Separation',16,124,,,,
1420,2016,Latvia,b'Justs',b'Heartbeat',15,132,,,8,132
1421,2016,Lithuania,b'Donny Montell',"b""I've Been Waiting For This Night""",9,200,,,4,222
1422,2016,Malta,b'Ira Losco',b'Walk On Walter',12,153,3,209,,
1423,2016,Moldova,b'Lidia Isac',b'Falling Stars',,,17,33,,
1424,2016,Montenegro,b'Highway',b'The Real Thing',,,13,60,,
1425,2016,Netherlands,b'Douwe Bob',b'Slow Down',11,153,5,197,,
1426,2016,North Macedonia,b'Kaliopi',b'Dona',,,,,11,88
1427,2016,Norway,b'Agnete',b'Icebreaker',,,,,13,63
1428,2016,Poland,b'Micha\xc5\x82 Szpak',b'Color Of Your Life',8,229,,,6,151
1429,2016,Russia,b'Sergey Lazarev',b'You Are The Only One',3,491,1,342,,
1430,2016,San Marino,b'Serhat',"b""I Didn't Know""",,,12,68,,
1431,2016,Serbia,b'Sanja Vu\xc4\x8di\xc4\x87 ZAA',b'Goodbye (Shelter)',18,115,,,10,105
1432,2016,Slovenia,b'ManuElla',b'Blue And Red',,,,,14,57
1433,2016,Spain,b'Barei',b'Say Yay!',22,77,,,,
1434,2016,Sweden,b'Frans',b'If I Were Sorry',5,261,,,,
1435,2016,Switzerland,b'Rykka',b'The Last Of Our Kind',,,,,18,28
1436,2016,Ukraine,b'Jamala',1944,1,534,,,2,287
1437,2016,United Kingdom,b'Joe and Jake',"b""You're Not Alone""",24,62,,,,
1438,2017,Albania,b'Lindita',b'World',,,14,76,,
1439,2017,Armenia,b'Artsvik',b'Fly With Me',18,79,7,152,,
1440,2017,Australia,b'Isaiah',"b""Don't Come Easy""",9,173,6,160,,
1441,2017,Austria,b'Nathan Trent',b'Running On Air',16,93,,,7,147
1442,2017,Azerbaijan,b'Dihaj',b'Skeletons',14,120,8,150,,
1443,2017,Belarus,b'Naviband',b'Story of My Life',17,83,,,9,110
1444,2017,Belgium,b'Blanche',b'City Lights',4,363,4,165,,
1445,2017,Bulgaria,b'Kristian Kostov',b'Beautiful Mess',2,615,,,1,403
1446,2017,Croatia,b'Jacques Houdek',b'My Friend',13,128,,,8,141
1447,2017,Cyprus,b'Hovig',b'Gravity',21,68,5,164,,
1448,2017,Czech Republic,b'Martina B\xc3\xa1rta',b'My Turn',,,13,83,,
1449,2017,Denmark,b'Anja',b'Where I Am',20,77,,,10,101
1450,2017,Estonia,b'Koit Toome & Laura',b'Verona',,,,,14,85
1451,2017,Finland,b'Norma John',b'Blackbird',,,12,92,,
1452,2017,France,b'Alma',b'Requiem',12,135,,,,
1453,2017,Georgia,b'Tamara Gachechiladze',b'Keep The Faith',,,11,99,,
1454,2017,Germany,b'Levina',b'Perfect Life',25,6,,,,
1455,2017,Greece,b'Demy',b'This is Love',19,77,10,115,,
1456,2017,Hungary,b'Joci P\xc3\xa1pai',b'Origo',8,200,,,2,231
1457,2017,Iceland,b'Svala',b'Paper',,,15,60,,
1458,2017,Ireland,b'Brendan Murray',b'Dying to Try',,,,,13,86
1459,2017,Israel,b'IMRI',b'I Feel Alive',23,39,,,3,207
1460,2017,Italy,b'Francesco Gabbani',"b""Occidentali's Karma""",6,334,,,,
1461,2017,Latvia,b'Triana Park',b'Line',,,18,21,,
1462,2017,Lithuania,b'Fusedmarc',b'Rain Of Revolution',,,,,17,42
1463,2017,Malta,b'Claudia Faniello',b'Breathlessly',,,,,16,55
1464,2017,Moldova,b'Sunstroke Project',b'Hey Mamma',3,374,2,291,,
1465,2017,Montenegro,b'Slavko Kalezi\xc4\x87',b'Space',,,16,56,,
1466,2017,Netherlands,b'OG3NE',b'Lights and Shadows',11,150,,,4,200
1467,2017,North Macedonia,b'Jana Bur\xc4\x8deska',b'Dance Alone',,,,,15,69
1468,2017,Norway,b'JOWST',b'Grab The Moment',10,158,,,5,189
1469,2017,Poland,b'Kasia Mo\xc5\x9b',b'Flashlight',22,64,9,119,,
1470,2017,Portugal,b'Salvador Sobral',b'Amar Pelos Dois',1,758,1,370,,
1471,2017,Romania,b'Ilinca ft. Alex Florea',b'Yodel It!',7,282,,,6,174
1472,2017,San Marino,b'Valentina Monetta and Jimmie Wilson',b'Spirit of the Night',,,,,18,1
1473,2017,Serbia,b'Tijana Bogi\xc4\x87evi\xc4\x87',b'In Too Deep',,,,,11,98
1474,2017,Slovenia,b'Omar Naber',b'On My Way',,,17,36,,
1475,2017,Spain,b'Manel Navarro',b'Do It For Your Lover',26,5,,,,
1476,2017,Sweden,b'Robin Bengtsson',"b""I Can't Go On""",5,344,3,227,,
1477,2017,Switzerland,b'Timebelle',b'Apollo',,,,,12,97
1478,2017,Ukraine,b'O.Torvald',b'Time',24,36,,,,
1479,2017,United Kingdom,b'Lucie Jones',b'Never Give Up On You',15,111,,,,
1480,2018,Albania,b'Eugent Bushpepa',b'Mall',11,184,8,162,,
1481,2018,Armenia,b'Sevak Khanagyan',b'Qami',,,15,79,,
1482,2018,Australia,b'Jessica Mauboy',b'We Got Love',20,99,,,4,212
1483,2018,Austria,b'Ces\xc3\xa1r Sampson',b'Nobody But You',3,342,4,231,,
1484,2018,Azerbaijan,b'Aisel',b'X My Heart',,,11,94,,
1485,2018,Belarus,b'ALEKSEEV',b'Forever',,,16,65,,
1486,2018,Belgium,b'Sennek',b'A Matter Of Time',,,12,91,,
1487,2018,Bulgaria,b'EQUINOX',b'Bones',14,166,7,177,,
1488,2018,Croatia,b'Franka',b'Crazy',,,17,63,,
1489,2018,Cyprus,b'Eleni Foureira',b'Fuego',2,436,2,262,,
1490,2018,Czech Republic,b'Mikolas Josef',b'Lie To Me',6,281,3,232,,
1491,2018,Denmark,b'Rasmussen',b'Higher Ground',9,226,,,5,204
1492,2018,Estonia,b'Elina Nechayeva',b'La Forza',8,245,5,201,,
1493,2018,Finland,b'Saara Aalto',b'Monsters',25,46,10,108,,
1494,2018,France,b'Madame Monsieur',b'Mercy',13,173,,,,
1495,2018,Georgia,b'Ethno-Jazz Band Iriao',b'For You',,,,,18,24
1496,2018,Germany,b'Michael Schulte',b'You Let Me Walk Alone',4,340,,,,
1497,2018,Greece,b'Yianna Terzi',b'Oniro Mou',,,14,81,,
1498,2018,Hungary,b'AWS',b'Viszl\xc3\xa1t Ny\xc3\xa1r',21,93,,,10,111
1499,2018,Iceland,b'Ari \xc3\x93lafsson',b'Our Choice',,,19,15,,
1500,2018,Ireland,"b""Ryan O'Shaughnessy""",b'Together',16,136,6,179,,
1501,2018,Israel,b'Netta',b'TOY',1,529,1,283,,
1502,2018,Italy,b'Ermal Meta e Fabrizio Moro',b'Non Mi Avete Fatto Niente',5,308,,,,
1503,2018,Latvia,b'Laura Rizzotto',b'Funny Girl',,,,,12,106
1504,2018,Lithuania,b'Ieva Zasimauskait\xc4\x97',"b""When We're Old""",12,181,9,119,,
1505,2018,Malta,b'Christabelle',b'Taboo',,,,,13,101
1506,2018,Moldova,b'DoReDos',b'My Lucky Day',10,209,,,3,235
1507,2018,Montenegro,b'Vanja Radovanovi\xc4\x87',b'Inje',,,,,16,40
1508,2018,Netherlands,b'Waylon',"b""Outlaw In 'Em""",18,121,,,7,174
1509,2018,North Macedonia,b'Eye Cue',b'Lost And Found',,,18,24,,
1510,2018,Norway,b'Alexander Rybak',"b""That's How You Write A Song""",15,144,,,1,266
1511,2018,Poland,b'Gromee feat. Lukas Meijer',b'Light Me Up',,,,,14,81
1512,2018,Portugal,b'Cl\xc3\xa1udia Pascoal',b'O Jardim',26,39,,,,
1513,2018,Romania,b'The Humans',b'Goodbye',,,,,11,107
1514,2018,Russia,b'Julia Samoylova',"b""I Won't Break""",,,,,15,65
1515,2018,San Marino,b'Jessika featuring Jenifer Brening',b'Who We Are',,,,,17,28
1516,2018,Serbia,b'Sanja Ili\xc4\x87 & Balkanika',b'Nova Deca',19,113,,,9,117
1517,2018,Slovenia,b'Lea Sirk',"b'Hvala, ne!'",22,64,,,8,132
1518,2018,Spain,b'Amaia y Alfred',b'Tu Canci\xc3\xb3n',23,61,,,,
1519,2018,Sweden,b'Benjamin Ingrosso',b'Dance You Off',7,274,,,2,254
1520,2018,Switzerland,b'ZiBBZ',b'Stones',,,13,86,,
1521,2018,Ukraine,b'MELOVIN',b'Under The Ladder',17,130,,,6,179
1522,2018,United Kingdom,b'SuRie',b'Storm',24,48,,,,
1523,2019,Albania,b'Jonida Maliqi',b'Ktheju tok\xc3\xabs',17,90,,,9,96
1524,2019,Armenia,b'Srbuk',b'Walking Out',,,,,16,49
1525,2019,Australia,b'Kate Miller-Heidke',b'Zero Gravity',9,284,1,261,,
1526,2019,Austria,b'P\xc3\x86NDA',b'Limits',,,,,17,21
1527,2019,Azerbaijan,b'Chingiz',b'Truth',8,302,,,5,224
1528,2019,Belarus,b'ZENA',b'Like It',24,31,10,122,,
1529,2019,Belgium,b'Eliot',b'Wake Up',,,13,70,,
1530,2019,Croatia,b'Roko',b'The Dream',,,,,14,64
1531,2019,Cyprus,b'Tamta',b'Replay',13,109,9,149,,
1532,2019,Czech Republic,b'Lake Malawi',b'Friend of a Friend',11,157,2,242,,
1533,2019,Denmark,b'Leonora',b'Love Is Forever',12,120,,,10,94
1534,2019,Estonia,b'Victor Crone',b'Storm',20,76,4,198,,
1535,2019,Finland,b'Darude feat. Sebastian Rejman',b'Look Away',,,17,23,,
1536,2019,France,b'Bilal Hassani',b'Roi',16,105,,,,
1537,2019,Georgia,b'Oto Nemsadze',b'Keep on Going',,,14,62,,
1538,2019,Germany,b'S!sters',b'Sister',25,24,,,,
1539,2019,Greece,b'Katerine Duska',b'Better Love',21,74,5,185,,
1540,2019,Hungary,b'Joci P\xc3\xa1pai',b'Az \xc3\xa9n ap\xc3\xa1m',,,12,97,,
1541,2019,Iceland,b'Hatari',b'Hatri\xc3\xb0 mun sigra',10,232,3,221,,
1542,2019,Ireland,b'Sarah McTernan',22,,,,,18,16
1543,2019,Israel,b'Kobi Marimi',b'Home',23,35,,,,
1544,2019,Italy,b'Mahmood',b'Soldi',2,472,,,,
1545,2019,Latvia,b'Carousel',b'That Night',,,,,15,50
1546,2019,Lithuania,b'Jurij Veklenko',b'Run With The Lions',,,,,11,93
1547,2019,Malta,b'Michela',b'Chameleon',14,107,,,8,157
1548,2019,Moldova,b'Anna Odobescu',b'Stay',,,,,12,85
1549,2019,Montenegro,b'D mol',b'Heaven',,,16,46,,
1550,2019,Netherlands,b'Duncan Laurence',b'Arcade',1,498,,,1,280
1551,2019,North Macedonia,b'Tamara Todevska',b'Proud',7,305,,,2,239
1552,2019,Norway,b'KEiiNO',b'Spirit in the Sky',6,331,,,7,210
1553,2019,Poland,b'Tulia',b'Fire of Love (Pali si\xc4\x99)',,,11,120,,
1554,2019,Portugal,b'Conan Osiris',b'Telem\xc3\xb3veis',,,15,51,,
1555,2019,Romania,b'Ester Peony',b'On a Sunday',,,,,13,71
1556,2019,Russia,b'Sergey Lazarev',b'Scream',3,370,,,6,217
1557,2019,San Marino,b'Serhat',b'Say Na Na Na',19,77,8,150,,
1558,2019,Serbia,b'Nevena Bo\xc5\xbeovi\xc4\x87',b'Kruna',18,89,7,156,,
1559,2019,Slovenia,b'Zala Kralj & Ga\xc5\xa1per \xc5\xa0antl',b'Sebi',15,105,6,167,,
1560,2019,Spain,b'Miki',b'La Venda',22,54,,,,
1561,2019,Sweden,b'John Lundvik',b'Too Late For Love',5,334,,,3,238
1562,2019,Switzerland,b'Luca H\xc3\xa4nni',b'She Got Me',4,364,,,4,232
1563,2019,United Kingdom,b'Michael Rice',b'Bigger Than Us',26,11,,,,
1564,2020,Albania,b'Jonida Maliqi',b'Ktheju tok\xc3\xabs',17,90,,,9,96
1565,2020,Armenia,b'Srbuk',b'Walking Out',,,,,16,49
1566,2020,Australia,b'Kate Miller-Heidke',b'Zero Gravity',9,284,1,261,,
1567,2020,Austria,b'P\xc3\x86NDA',b'Limits',,,,,17,21
1568,2020,Azerbaijan,b'Chingiz',b'Truth',8,302,,,5,224
1569,2020,Belarus,b'ZENA',b'Like It',24,31,10,122,,
1570,2020,Belgium,b'Eliot',b'Wake Up',,,13,70,,
1571,2020,Croatia,b'Roko',b'The Dream',,,,,14,64
1572,2020,Cyprus,b'Tamta',b'Replay',13,109,9,149,,
1573,2020,Czech Republic,b'Lake Malawi',b'Friend of a Friend',11,157,2,242,,
1574,2020,Denmark,b'Leonora',b'Love Is Forever',12,120,,,10,94
1575,2020,Estonia,b'Victor Crone',b'Storm',20,76,4,198,,
1576,2020,Finland,b'Darude feat. Sebastian Rejman',b'Look Away',,,17,23,,
1577,2020,France,b'Bilal Hassani',b'Roi',16,105,,,,
1578,2020,Georgia,b'Oto Nemsadze',b'Keep on Going',,,14,62,,
1579,2020,Germany,b'S!sters',b'Sister',25,24,,,,
1580,2020,Greece,b'Katerine Duska',b'Better Love',21,74,5,185,,
1581,2020,Hungary,b'Joci P\xc3\xa1pai',b'Az \xc3\xa9n ap\xc3\xa1m',,,12,97,,
1582,2020,Iceland,b'Hatari',b'Hatri\xc3\xb0 mun sigra',10,232,3,221,,
1583,2020,Ireland,b'Sarah McTernan',22,,,,,18,16
1584,2020,Israel,b'Kobi Marimi',b'Home',23,35,,,,
1585,2020,Italy,b'Mahmood',b'Soldi',2,472,,,,
1586,2020,Latvia,b'Carousel',b'That Night',,,,,15,50
1587,2020,Lithuania,b'Jurij Veklenko',b'Run With The Lions',,,,,11,93
1588,2020,Malta,b'Michela',b'Chameleon',14,107,,,8,157
1589,2020,Moldova,b'Anna Odobescu',b'Stay',,,,,12,85
1590,2020,Montenegro,b'D mol',b'Heaven',,,16,46,,
1591,2020,Netherlands,b'Duncan Laurence',b'Arcade',1,498,,,1,280
1592,2020,North Macedonia,b'Tamara Todevska',b'Proud',7,305,,,2,239
1593,2020,Norway,b'KEiiNO',b'Spirit in the Sky',6,331,,,7,210
1594,2020,Poland,b'Tulia',b'Fire of Love (Pali si\xc4\x99)',,,11,120,,
1595,2020,Portugal,b'Conan Osiris',b'Telem\xc3\xb3veis',,,15,51,,
1596,2020,Romania,b'Ester Peony',b'On a Sunday',,,,,13,71
1597,2020,Russia,b'Sergey Lazarev',b'Scream',3,370,,,6,217
1598,2020,San Marino,b'Serhat',b'Say Na Na Na',19,77,8,150,,
1599,2020,Serbia,b'Nevena Bo\xc5\xbeovi\xc4\x87',b'Kruna',18,89,7,156,,
1600,2020,Slovenia,b'Zala Kralj & Ga\xc5\xa1per \xc5\xa0antl',b'Sebi',15,105,6,167,,
1601,2020,Spain,b'Miki',b'La Venda',22,54,,,,
1602,2020,Sweden,b'John Lundvik',b'Too Late For Love',5,334,,,3,238
1603,2020,Switzerland,b'Luca H\xc3\xa4nni',b'She Got Me',4,364,,,4,232
1604,2020,United Kingdom,b'Michael Rice',b'Bigger Than Us',26,11,,,,
1605,2021,Albania,b'Anxhela Peristeri',b'Karma',21,57,,,10,112
1606,2021,Australia,b'Montaigne',b'Technicolour',,,14,28,,
1607,2021,Austria,b'Vincent Bueno',b'Amen',,,,,12,66
1608,2021,Azerbaijan,b'Efendi',b'Mata Hari',20,65,8,138,,
1609,2021,Belgium,b'Hooverphonic',b'The Wrong Place',19,74,9,117,,
